playerName,kicks W Mean,kicks FP,kicks Scalar,handballs W Mean,handballs FP,handballs Scalar,marks W Mean,marks FP,marks Scalar,tackles W Mean,tackles FP,tackles Scalar,freesFor W Mean,freesFor FP,freesFor Scalar,freesAgainst W Mean,freesAgainst FP,freesAgainst Scalar,goals W Mean,goals FP,goals Scalar,behinds W Mean,behinds FP,behinds Scalar,disposals W Mean,disposals Scalar,uncontestedPossessions W Mean,uncontestedPossessions Scalar,contestedPossessions W Mean,contestedPossessions Scalar,contestedMarks W Mean,contestedMarks Scalar,uncontestedMarks W Mean,uncontestedMarks Scalar,clearances.totalClearances W Mean,clearances.totalClearances Scalar,inside50s W Mean,inside50s Scalar,marksInside50 W Mean,marksInside50 Scalar,rebound50s W Mean,rebound50s Scalar,bounces W Mean,bounces Scalar,metresGained W Mean,metresGained Scalar,extendedStats.kickEfficiency W Mean,extendedStats.kickEfficiency Scalar,extendedStats.marksOnLead W Mean,extendedStats.marksOnLead Scalar,extendedStats.scoreLaunches W Mean,extendedStats.scoreLaunches Scalar,dreamTeamPoints W Mean,dreamTeamPoints Trend,dreamTeamPoints Scalar,dreamTeamPoints FP
Leek Aleer,7.0,21.0,-17.32,7.0,14.0,14.17,5.0,15.0,28.9,2.0,8.0,-26.12,3.0,3.0,256.72,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,14.0,-4.09,8.0,-10.43,6.0,7.24,0.0,-100.0,5.0,45.52,0.0,-100.0,1.0,-58.78,0.0,-100.0,1.0,-0.1,0.0,-100.0,84.0,-63.94,85.7,37.83,0.0,-100.0,2.0,143.01,61.0,-0.0,-5.82,61.0
Levi Casboult,5.34,16.02,-36.92,3.75,7.5,-38.84,2.49,7.47,-35.81,1.91,7.64,-29.44,0.09,0.09,-89.3,1.9,-5.7,141.73,0.23,1.38,-69.09,0.1,0.1,-80.04,9.09,-37.73,4.15,-53.54,4.07,-27.26,1.93,334.68,0.55,-83.99,0.12,-91.69,1.08,-55.48,1.15,52.93,0.04,-96.0,0.0,-100.0,141.47,-39.26,26.33,-57.65,0.23,-44.44,0.1,-87.85,37.75,-14.51,-41.72,34.5
Liam Baker,9.79,29.37,15.64,6.42,12.84,4.71,3.18,9.54,-18.02,1.58,6.32,-41.63,0.54,0.54,-35.79,0.85,-2.55,8.14,1.22,7.32,63.98,0.9,0.9,79.64,16.2,10.98,9.2,3.0,6.61,18.14,0.0,-100.0,3.18,-7.45,0.82,-43.21,2.17,-10.55,1.22,62.23,0.83,-17.08,0.49,160.64,254.92,9.45,54.71,-12.01,0.46,11.11,0.78,-5.22,64.25,5.41,-0.81,64.28
Liam Henry,8.29,24.87,-2.08,5.29,10.58,-13.72,2.86,8.58,-26.27,4.0,16.0,47.77,0.57,0.57,-32.22,0.43,-1.29,-45.29,0.57,3.42,-23.39,0.35,0.35,-30.14,13.57,-7.04,8.78,-1.7,4.0,-28.51,0.0,-100.0,2.86,-16.76,1.79,23.96,3.07,26.55,0.28,-62.77,0.72,-28.07,0.28,48.94,224.43,-3.64,63.11,1.5,0.5,20.77,0.0,-100.0,63.07,9.85,-2.63,63.08
Liam Ryan,9.47,28.41,11.86,3.52,7.04,-42.59,4.22,12.66,8.79,2.07,8.28,-23.53,0.94,0.94,11.77,0.52,-1.56,-33.84,0.93,5.58,25.0,0.6,0.6,19.76,12.99,-11.01,8.75,-2.04,4.14,-26.01,0.47,5.86,3.75,9.14,0.96,-33.52,3.41,40.56,0.59,-21.54,0.48,-52.05,0.62,229.79,281.8,20.99,60.3,-3.02,0.77,85.99,0.69,-16.16,61.96,-7.07,-4.34,61.95
Liam Shiels,8.6,25.8,1.58,8.02,16.04,30.81,3.47,10.41,-10.54,3.44,13.76,27.08,1.0,1.0,18.91,1.4,-4.2,78.12,0.0,0.0,-100.0,0.0,0.0,-100.0,16.63,13.93,9.26,3.67,7.4,32.26,0.14,-68.47,3.33,-3.08,4.14,186.7,1.79,-26.22,0.07,-90.69,0.53,-47.05,0.0,-100.0,237.51,1.97,54.48,-12.38,0.07,-83.09,1.0,21.51,62.84,-15.08,-2.98,62.81
Lincoln McCarthy,9.4,28.2,11.03,3.77,7.54,-38.51,2.65,7.95,-31.68,3.57,14.28,31.88,0.72,0.72,-14.39,0.11,-0.33,-86.01,0.7,4.2,-5.91,1.18,1.18,135.53,13.16,-9.84,6.85,-23.31,6.52,16.53,0.31,-30.18,2.33,-32.19,1.08,-25.21,3.32,36.85,0.64,-14.89,0.36,-64.04,0.28,48.94,220.72,-5.24,58.37,-6.12,0.43,3.86,0.07,-91.49,63.73,0.4,-1.61,63.74
Lloyd Johnston,6.5,19.5,-23.22,4.0,8.0,-34.76,3.5,10.5,-9.77,2.0,8.0,-26.12,0.5,0.5,-40.55,0.0,-0.0,-100.0,0.5,3.0,-32.8,0.25,0.25,-50.1,10.5,-28.07,7.5,-16.03,3.5,-37.44,0.25,-43.69,3.25,-5.41,0.0,-100.0,1.5,-38.17,0.75,-0.27,0.25,-75.02,0.25,32.98,193.0,-17.14,72.1,15.96,0.25,-39.61,0.75,-8.87,49.75,-0.0,-23.19,49.75
Lloyd Meek,3.29,9.87,-61.14,10.29,20.58,67.84,3.86,11.58,-0.49,2.07,8.28,-23.53,1.0,1.0,18.91,1.07,-3.21,36.13,0.93,5.58,25.0,0.0,0.0,-100.0,13.57,-7.04,7.79,-12.79,6.86,22.61,1.79,303.15,2.07,-39.76,2.93,102.91,1.79,-26.22,0.07,-90.69,0.93,-7.09,0.0,-100.0,159.79,-31.4,67.17,8.03,0.93,124.64,2.14,160.02,71.43,5.82,10.28,53.68
Logan McDonald,8.8,26.4,3.95,3.74,7.48,-39.0,6.13,18.39,58.03,1.21,4.84,-55.3,0.16,0.16,-80.98,0.84,-2.52,6.87,1.58,9.48,112.37,0.43,0.43,-14.17,12.54,-14.09,9.3,4.12,3.58,-36.01,0.78,75.68,5.35,55.7,0.0,-100.0,1.95,-19.62,1.3,72.87,1.11,10.89,0.0,-100.0,237.34,1.9,76.09,22.38,0.79,90.82,0.13,-84.2,64.66,10.53,-0.17,64.66
Logan Morris,5.0,15.0,-40.94,3.0,6.0,-51.07,3.0,9.0,-22.66,0.0,0.0,-100.0,1.0,1.0,18.91,0.0,-0.0,-100.0,2.0,12.0,168.82,0.0,0.0,-100.0,8.0,-45.19,3.0,-66.41,5.0,-10.63,1.0,125.23,2.0,-41.79,0.0,-100.0,1.0,-58.78,1.0,32.98,0.0,-100.0,0.0,-100.0,196.0,-15.85,100.0,60.83,0.0,-100.0,1.0,21.51,43.0,-0.0,-33.61,43.0
Luke Breust,4.43,13.29,-47.67,5.26,10.52,-14.21,1.87,5.61,-51.79,2.44,9.76,-9.86,1.0,1.0,18.91,0.96,-2.88,22.14,0.78,4.68,4.84,0.57,0.57,13.77,9.69,-33.62,5.62,-37.08,4.13,-26.18,0.09,-79.73,1.78,-48.2,0.48,-66.76,2.44,0.58,1.2,59.57,0.01,-99.0,0.42,123.4,122.14,-47.56,50.63,-18.57,0.57,37.68,0.49,-40.46,42.53,-20.72,-34.34,42.55
Luke Davies-Uniacke,11.0,33.0,29.93,5.0,10.0,-18.45,2.0,6.0,-48.44,3.0,12.0,10.82,1.0,1.0,18.91,2.0,-6.0,154.45,1.0,6.0,34.41,1.0,1.0,99.6,16.0,9.61,10.0,11.96,8.0,42.98,0.0,-100.0,2.0,-41.79,4.0,177.01,2.0,-17.56,0.0,-100.0,3.0,199.7,0.0,-100.0,352.0,51.13,90.9,46.2,0.0,-100.0,0.0,-100.0,63.0,-0.0,-2.74,63.0
Luke Edwards,7.51,22.53,-11.29,5.32,10.64,-13.23,4.06,12.18,4.67,2.19,8.76,-19.1,0.39,0.39,-53.63,0.62,-1.86,-21.12,0.17,1.02,-77.15,0.0,0.0,-100.0,12.84,-12.04,9.38,5.02,4.01,-28.33,0.0,-100.0,4.06,18.16,1.21,-16.2,1.34,-44.77,0.17,-77.39,1.0,-0.1,0.17,-9.57,141.89,-39.08,70.26,13.0,0.0,-100.0,1.01,22.72,53.67,-6.42,-17.14,53.66
Luke Foley,5.0,15.0,-40.94,2.5,5.0,-59.22,2.0,6.0,-48.44,3.0,12.0,10.82,0.5,0.5,-40.55,0.0,-0.0,-100.0,0.5,3.0,-32.8,0.0,0.0,-100.0,7.5,-48.62,4.5,-49.62,3.0,-46.38,0.0,-100.0,2.0,-41.79,0.5,-65.37,1.5,-38.17,0.0,-100.0,0.0,-100.0,0.0,-100.0,132.5,-43.11,50.0,-19.58,0.0,-100.0,0.0,-100.0,41.5,-0.0,-35.93,41.5
Luke Jackson,5.64,16.92,-33.38,8.0,16.0,30.48,2.82,8.46,-27.3,2.91,11.64,7.5,1.27,1.27,51.01,1.36,-4.08,73.03,1.18,7.08,58.6,0.91,0.91,81.64,13.64,-6.56,6.73,-24.65,7.27,29.94,0.73,64.41,2.09,-39.17,1.91,32.27,1.91,-21.27,1.36,80.85,0.45,-55.04,0.0,-100.0,157.36,-32.44,69.13,11.18,0.36,-13.04,1.18,43.38,70.09,-0.0,8.21,58.2
Luke Nankervis,9.0,27.0,6.31,8.0,16.0,30.48,4.0,12.0,3.12,1.0,4.0,-63.06,1.0,1.0,18.91,1.0,-3.0,27.23,0.0,0.0,-100.0,0.0,0.0,-100.0,17.0,16.46,13.0,45.54,4.0,-28.51,0.0,-100.0,4.0,16.41,1.0,-30.75,2.0,-17.56,0.0,-100.0,0.0,-100.0,0.0,-100.0,152.0,-34.74,77.8,25.13,1.0,141.55,1.0,21.51,57.0,-0.0,-12.0,57.0
Luke Parker,9.63,28.89,13.75,7.69,15.38,25.43,4.77,14.31,22.97,1.49,5.96,-44.96,1.34,1.34,59.33,1.03,-3.09,31.04,2.4,14.4,222.58,0.6,0.6,19.76,17.31,18.59,8.4,-5.96,9.2,64.43,0.6,35.14,4.17,21.36,3.34,131.3,2.4,-1.07,1.77,135.37,0.45,-55.04,0.0,-100.0,269.77,15.82,66.64,7.18,0.43,3.86,2.17,163.67,77.77,-10.81,20.07,77.79
Luke Pedlar,8.85,26.55,4.54,1.31,2.62,-78.63,2.2,6.6,-43.28,0.38,1.52,-85.96,0.2,0.2,-76.22,1.0,-3.0,27.23,0.2,1.2,-73.12,0.96,0.96,91.62,10.15,-30.47,6.91,-22.64,4.19,-25.11,0.02,-95.5,2.18,-36.55,1.95,35.04,4.62,90.44,0.19,-74.73,0.02,-98.0,0.02,-89.36,373.51,60.36,26.73,-57.01,0.05,-87.92,0.12,-85.42,36.63,-19.83,-43.45,36.65
Mabior Chol,7.38,22.14,-12.83,2.67,5.34,-56.45,3.23,9.69,-16.73,2.47,9.88,-8.76,0.81,0.81,-3.69,0.77,-2.31,-2.04,1.88,11.28,152.69,0.93,0.93,85.63,10.04,-31.22,5.08,-43.13,4.42,-21.0,0.61,37.39,2.61,-24.04,1.0,-30.75,1.3,-46.41,1.61,114.1,0.12,-88.01,0.0,-100.0,187.76,-19.39,59.05,-5.03,0.74,78.74,0.46,-44.11,59.68,20.31,-7.86,57.76
Malcolm Rosas,5.96,17.88,-29.6,2.36,4.72,-61.51,3.27,9.81,-15.7,2.96,11.84,9.35,0.9,0.9,7.02,0.95,-2.85,20.87,1.84,11.04,147.31,1.03,1.03,105.59,8.33,-42.93,4.65,-47.94,4.55,-18.68,0.01,-97.75,3.27,-4.83,0.57,-60.53,1.51,-37.76,2.15,185.9,0.03,-97.0,0.04,-78.72,170.11,-26.97,49.83,-19.86,2.57,520.77,1.44,74.97,54.42,-1.68,-15.98,54.37
Marc Pittonet,4.0,12.0,-52.75,5.0,10.0,-18.45,0.0,0.0,-100.0,2.0,8.0,-26.12,0.0,0.0,-100.0,1.0,-3.0,27.23,0.0,0.0,-100.0,0.0,0.0,-100.0,9.0,-38.34,4.0,-55.22,6.0,7.24,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.0,-17.56,0.0,-100.0,1.0,-0.1,0.0,-100.0,59.0,-74.67,0.0,-100.0,0.0,-100.0,1.0,21.51,50.0,-0.0,-22.81,27.0
Marcus Bontempelli,13.57,40.71,60.29,10.43,20.86,70.12,4.86,14.58,25.29,5.14,20.56,89.88,1.0,1.0,18.91,1.57,-4.71,99.75,1.14,6.84,53.23,1.14,1.14,127.54,24.0,64.42,13.29,48.79,11.71,109.29,1.0,125.23,3.86,12.34,6.0,315.51,7.57,212.04,1.14,51.6,0.43,-57.04,0.71,277.66,466.0,100.07,58.26,-6.3,0.86,107.73,2.14,160.02,101.0,-0.0,55.93,100.98
Marcus Windhager,9.86,29.58,16.47,12.86,25.72,109.75,3.43,10.29,-11.58,5.43,21.72,100.59,0.86,0.86,2.26,2.57,-7.71,226.97,0.14,0.84,-81.18,0.14,0.14,-72.06,22.71,55.58,10.43,16.77,14.0,150.22,0.0,-100.0,3.43,-0.17,6.0,315.51,1.86,-23.33,0.0,-100.0,1.14,13.89,0.0,-100.0,225.0,-3.4,69.53,11.83,0.14,-66.18,1.71,107.78,81.43,5.07,25.72,81.44
Mark O'Connor,11.46,34.38,35.36,6.06,12.12,-1.16,7.43,22.29,91.54,3.6,14.4,32.99,1.77,1.77,110.46,0.03,-0.09,-96.18,0.0,0.0,-100.0,0.0,0.0,-100.0,17.51,19.96,13.51,51.25,4.86,-13.14,0.89,100.45,6.54,90.34,0.06,-95.84,2.83,16.65,0.0,-100.0,3.63,262.64,0.03,-84.04,265.31,13.91,82.16,32.14,0.86,107.73,1.03,25.15,84.86,17.86,31.01,84.87
Marlion Pickett,5.71,17.13,-32.55,7.14,14.28,16.46,2.57,7.71,-33.75,3.43,13.72,26.71,0.86,0.86,2.26,0.86,-2.58,9.41,0.29,1.74,-61.02,0.43,0.43,-14.17,12.86,-11.9,7.0,-21.63,7.14,27.61,0.14,-68.47,2.43,-29.28,0.86,-40.44,2.29,-5.61,0.29,-61.44,0.29,-71.03,0.0,-100.0,182.14,-21.8,71.99,15.78,0.43,3.86,0.86,4.5,53.71,-0.0,-17.08,53.29
Mason Cox,4.0,12.0,-52.75,2.71,5.42,-55.8,2.43,7.29,-37.35,1.28,5.12,-52.72,2.0,2.0,137.81,0.57,-1.71,-27.48,0.57,3.42,-23.39,0.57,0.57,13.77,6.72,-53.96,1.71,-80.86,5.43,-2.95,1.28,188.29,1.15,-66.53,2.14,48.2,0.85,-64.96,0.86,14.36,0.28,-72.03,0.0,-100.0,91.57,-60.69,54.3,-12.67,0.15,-63.77,2.14,160.02,44.43,6.42,-31.41,34.11
Mason Wood,10.34,31.02,22.14,7.3,14.6,19.07,8.16,24.48,110.36,1.02,4.08,-62.32,0.72,0.72,-14.39,0.43,-1.29,-45.29,0.56,3.36,-24.73,0.02,0.02,-96.01,17.65,20.92,13.14,47.11,4.37,-21.89,0.58,30.63,7.59,120.9,0.09,-93.77,1.96,-19.21,1.81,140.69,1.02,1.9,0.01,-94.68,319.24,37.06,75.32,21.14,1.49,259.9,0.64,-22.24,77.02,6.6,18.91,76.99
Massimo D'Ambrosio,14.6,43.8,72.45,9.2,18.4,50.06,6.2,18.6,59.84,1.0,4.0,-63.06,0.8,0.8,-4.88,0.6,-1.8,-23.66,0.4,2.4,-46.24,0.4,0.4,-20.16,23.8,63.05,17.6,97.04,6.0,7.24,0.0,-100.0,6.2,80.44,1.2,-16.9,2.8,15.42,0.4,-46.81,2.2,119.78,0.2,6.38,383.2,64.52,77.54,24.71,0.6,44.93,1.4,70.11,86.6,-0.0,33.7,86.6
Matt Crouch,15.0,45.0,77.18,17.0,34.0,177.28,3.0,9.0,-22.66,3.0,12.0,10.82,1.0,1.0,18.91,2.0,-6.0,154.45,0.0,0.0,-100.0,0.0,0.0,-100.0,32.0,119.22,14.0,56.74,18.0,221.72,0.0,-100.0,3.0,-12.69,7.0,384.76,7.0,188.54,0.0,-100.0,0.0,-100.0,0.0,-100.0,399.0,71.31,60.0,-3.5,0.0,-100.0,2.0,143.01,95.0,-0.0,46.67,95.0
Matt Flynn,4.0,12.0,-52.75,5.0,10.0,-18.45,4.0,12.0,3.12,4.0,16.0,47.77,2.0,2.0,137.81,1.0,-3.0,27.23,2.0,12.0,168.82,0.0,0.0,-100.0,9.0,-38.34,0.0,-100.0,10.0,78.73,4.0,800.9,0.0,-100.0,2.0,38.5,1.0,-58.78,2.0,165.96,0.0,-100.0,0.0,-100.0,78.0,-66.51,75.0,20.62,0.0,-100.0,1.0,21.51,91.0,-0.0,40.49,61.0
Matt Guelfi,6.58,19.74,-22.28,7.04,14.08,14.83,2.6,7.8,-32.97,3.58,14.32,32.25,1.13,1.13,34.36,1.19,-3.57,51.4,1.12,6.72,50.54,0.58,0.58,15.77,13.63,-6.62,7.09,-20.62,6.0,7.24,0.31,-30.18,2.29,-33.35,1.22,-15.51,1.9,-21.68,0.84,11.7,0.12,-88.01,0.0,-100.0,161.28,-30.76,63.53,2.18,0.73,76.33,0.37,-55.04,60.88,2.83,-6.01,60.8
Matt Rowell,10.33,30.99,22.02,9.0,18.0,46.79,1.0,3.0,-74.22,8.67,34.68,220.28,2.33,2.33,177.05,1.33,-3.99,69.21,0.33,1.98,-55.65,0.33,0.33,-34.13,19.33,32.42,7.0,-21.63,13.67,144.33,0.33,-25.68,0.67,-80.5,6.33,338.37,3.33,37.26,0.0,-100.0,0.67,-33.07,0.33,75.53,291.33,25.08,54.67,-12.07,0.33,-20.29,3.0,264.52,87.33,-0.0,34.82,87.32
Matt Taberner,5.36,16.08,-36.69,2.71,5.42,-55.8,3.47,10.41,-10.54,1.26,5.04,-53.45,0.65,0.65,-22.71,1.27,-3.81,61.58,1.5,9.0,101.61,0.57,0.57,13.77,8.06,-44.78,4.53,-49.28,2.97,-46.92,1.03,131.98,2.44,-28.99,0.0,-100.0,0.26,-89.28,2.06,173.94,0.0,-100.0,0.0,-100.0,131.89,-43.37,58.35,-6.16,0.17,-58.94,0.28,-65.98,43.37,-5.37,-33.04,43.36
Matt de Boer,6.0,18.0,-29.13,9.0,18.0,46.79,4.0,12.0,3.12,3.0,12.0,10.82,1.0,1.0,18.91,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,15.0,2.76,10.0,11.96,5.0,-10.63,0.0,-100.0,4.0,16.41,1.0,-30.75,1.0,-58.78,0.0,-100.0,1.0,-0.1,0.0,-100.0,63.0,-72.95,66.7,7.27,0.0,-100.0,0.0,-100.0,61.0,-0.0,-5.82,61.0
Mattaes Phillipou,4.25,12.75,-49.8,5.33,10.66,-13.06,4.71,14.13,21.42,1.15,4.6,-57.52,0.09,0.09,-89.3,0.11,-0.33,-86.01,0.08,0.48,-89.25,0.04,0.04,-92.02,9.58,-34.37,7.12,-20.29,2.48,-55.67,0.04,-90.99,4.67,35.91,0.18,-87.53,4.69,93.32,0.05,-93.35,0.88,-12.09,0.0,-100.0,123.27,-47.08,29.0,-53.36,0.02,-95.17,0.09,-89.06,42.44,-7.82,-34.48,42.42
Matthew Cottrell,7.33,21.99,-13.42,3.67,7.34,-40.14,2.74,8.22,-29.36,1.98,7.92,-26.86,0.65,0.65,-22.71,0.23,-0.69,-70.74,0.46,2.76,-38.17,0.35,0.35,-30.14,11.0,-24.64,6.09,-31.82,4.21,-24.75,0.21,-52.7,2.53,-26.37,1.12,-22.44,2.02,-16.74,0.33,-56.12,1.26,25.87,0.02,-89.36,175.02,-24.86,48.7,-21.68,0.05,-87.92,0.49,-40.46,48.56,-5.04,-25.03,48.54
Matthew Johnson,8.0,24.0,-5.5,5.0,10.0,-18.45,2.0,6.0,-48.44,1.0,4.0,-63.06,1.0,1.0,18.91,1.0,-3.0,27.23,1.0,6.0,34.41,0.0,0.0,-100.0,13.0,-10.94,7.0,-21.63,6.0,7.24,1.0,125.23,1.0,-70.9,3.0,107.76,1.0,-58.78,1.0,32.98,3.0,199.7,0.0,-100.0,289.0,24.08,100.0,60.83,0.0,-100.0,0.0,-100.0,48.0,-0.0,-25.9,48.0
Matthew Owies,6.37,19.11,-24.76,3.21,6.42,-47.64,2.7,8.1,-30.39,2.34,9.36,-13.56,0.69,0.69,-17.95,0.46,-1.38,-41.48,1.64,9.84,120.43,0.43,0.43,-14.17,9.59,-34.3,5.56,-37.75,4.27,-23.68,0.4,-9.91,2.29,-33.35,0.13,-91.0,2.15,-11.38,1.16,54.26,0.01,-99.0,0.12,-36.17,189.52,-18.63,54.37,-12.56,0.49,18.36,0.54,-34.39,52.54,-2.09,-18.89,52.57
Matthew Parker,5.0,15.0,-40.94,6.0,12.0,-2.14,2.0,6.0,-48.44,2.0,8.0,-26.12,1.0,1.0,18.91,1.0,-3.0,27.23,1.0,6.0,34.41,1.0,1.0,99.6,11.0,-24.64,6.0,-32.83,5.0,-10.63,0.0,-100.0,2.0,-41.79,0.0,-100.0,2.0,-17.56,0.0,-100.0,2.0,99.8,0.0,-100.0,193.0,-17.14,60.0,-3.5,0.0,-100.0,1.0,21.51,46.0,-0.0,-28.98,46.0
Maurice Rioli,5.51,16.53,-34.92,3.17,6.34,-48.3,2.21,6.63,-43.03,2.98,11.92,10.08,0.93,0.93,10.58,0.86,-2.58,9.41,1.17,7.02,57.26,0.69,0.69,37.72,8.67,-40.6,5.86,-34.39,3.76,-32.8,0.42,-5.41,1.79,-47.9,0.14,-90.3,1.44,-40.64,1.16,54.26,0.28,-72.03,0.21,11.7,144.9,-37.79,64.25,3.33,0.14,-66.18,0.28,-65.98,47.42,-7.62,-26.79,47.48
Max Holmes,11.5,34.5,35.84,10.51,21.02,71.42,2.83,8.49,-27.04,5.77,23.08,113.15,0.14,0.14,-83.35,0.86,-2.58,9.41,0.85,5.1,14.25,0.14,0.14,-72.06,22.02,50.85,16.51,84.84,5.34,-4.56,0.0,-100.0,2.83,-17.64,1.22,-15.51,4.74,95.38,0.84,11.7,3.43,242.66,0.91,384.04,463.78,99.12,62.31,0.21,0.0,-100.0,1.91,132.08,89.91,18.04,38.81,89.89
Max King,6.95,20.85,-17.91,3.67,7.34,-40.14,5.57,16.71,43.59,0.57,2.28,-78.94,1.24,1.24,47.44,0.9,-2.7,14.5,3.62,21.72,386.56,1.57,1.57,213.37,10.62,-27.25,6.05,-32.27,4.62,-17.43,1.57,253.6,4.0,16.41,0.0,-100.0,0.95,-60.84,3.72,394.68,0.0,-100.0,0.0,-100.0,206.38,-11.39,64.02,2.96,1.28,209.18,0.28,-65.98,69.0,6.42,6.53,69.01
Max Lynch,5.0,15.0,-40.94,4.5,9.0,-26.6,3.0,9.0,-22.66,1.0,4.0,-63.06,0.0,0.0,-100.0,0.5,-1.5,-36.39,0.0,0.0,-100.0,0.0,0.0,-100.0,9.5,-34.92,4.5,-49.62,6.5,16.18,1.0,125.23,2.0,-41.79,2.0,38.5,2.5,3.05,0.0,-100.0,2.0,99.8,0.0,-100.0,149.0,-36.03,50.0,-19.58,0.0,-100.0,2.5,203.77,57.5,-0.0,-11.23,35.5
Max Michalanney,7.0,21.0,-17.32,9.0,18.0,46.79,4.0,12.0,3.12,3.0,12.0,10.82,0.0,0.0,-100.0,1.0,-3.0,27.23,0.0,0.0,-100.0,0.0,0.0,-100.0,16.0,9.61,10.0,11.96,6.0,7.24,0.0,-100.0,4.0,16.41,3.0,107.76,5.0,106.1,0.0,-100.0,1.0,-0.1,0.0,-100.0,236.0,1.32,42.9,-31.0,0.0,-100.0,1.0,21.51,60.0,-0.0,-7.37,60.0
Max Ramsden,3.5,10.5,-58.66,4.0,8.0,-34.76,3.5,10.5,-9.77,2.5,10.0,-7.65,1.5,1.5,78.36,0.0,-0.0,-100.0,0.5,3.0,-32.8,0.0,0.0,-100.0,7.5,-48.62,3.5,-60.82,3.5,-37.44,0.5,12.61,3.0,-12.69,1.0,-30.75,0.5,-79.39,0.5,-33.51,0.5,-50.05,0.0,-100.0,87.5,-62.43,100.0,60.83,0.0,-100.0,0.5,-39.25,48.5,-0.0,-25.12,43.5
Michael Frederick,7.33,21.99,-13.42,3.48,6.96,-43.24,4.13,12.39,6.47,1.87,7.48,-30.92,0.49,0.49,-41.74,0.32,-0.96,-59.29,1.27,7.62,70.7,0.96,0.96,91.62,10.81,-25.94,8.25,-7.64,3.31,-40.84,0.26,-41.44,3.87,12.63,0.42,-70.91,2.16,-10.96,1.46,94.15,0.13,-87.01,0.22,17.02,211.57,-9.17,65.39,5.17,0.51,23.19,0.45,-45.32,56.89,-4.86,-12.17,56.93
Michael Walters,7.15,21.45,-15.54,4.27,8.54,-30.35,3.52,10.56,-9.25,2.34,9.36,-13.56,0.7,0.7,-16.77,0.56,-1.68,-28.75,1.22,7.32,63.98,1.01,1.01,101.6,11.42,-21.76,8.35,-6.52,2.99,-46.56,0.23,-48.2,3.29,-4.25,0.45,-68.84,1.32,-45.59,1.33,76.86,0.02,-98.0,0.43,128.72,169.24,-27.34,63.19,1.63,0.7,69.08,0.33,-59.9,57.25,-7.62,-11.61,57.26
Mitch Duncan,10.0,30.0,18.12,6.67,13.34,8.79,4.33,12.99,11.63,1.0,4.0,-63.06,0.33,0.33,-60.76,1.0,-3.0,27.23,0.0,0.0,-100.0,0.0,0.0,-100.0,16.67,14.2,12.0,34.35,2.33,-58.36,0.0,-100.0,4.33,26.02,0.33,-77.15,1.33,-45.18,0.0,-100.0,4.67,366.53,0.0,-100.0,292.67,25.65,72.23,16.17,0.0,-100.0,0.33,-59.9,57.67,-0.0,-10.97,57.66
Mitch Georgiades,6.72,20.16,-20.62,4.23,8.46,-31.01,5.64,16.92,45.4,1.37,5.48,-49.39,0.82,0.82,-2.5,1.06,-3.18,34.86,2.21,13.26,197.04,1.32,1.32,163.47,10.94,-25.05,6.5,-27.23,4.96,-11.35,1.36,206.31,4.26,23.98,0.11,-92.38,2.07,-14.67,2.74,264.36,0.09,-91.01,0.06,-68.09,179.62,-22.88,64.66,3.99,1.55,274.4,0.42,-48.97,63.24,-0.08,-2.37,63.24
Mitch Hannan,6.14,18.42,-27.47,2.43,4.86,-60.37,3.43,10.29,-11.58,2.29,9.16,-15.4,0.86,0.86,2.26,0.86,-2.58,9.41,0.86,5.16,15.59,0.72,0.72,43.71,8.57,-41.29,5.28,-40.89,3.86,-31.01,0.14,-68.47,3.28,-4.54,0.0,-100.0,3.29,35.61,1.43,90.16,0.43,-57.04,0.0,-100.0,208.43,-10.51,68.57,10.28,0.72,73.91,0.72,-12.52,47.43,-2.21,-26.78,46.89
Mitch Knevitt,10.0,30.0,18.12,3.0,6.0,-51.07,8.0,24.0,106.24,5.0,20.0,84.71,1.0,1.0,18.91,0.0,-0.0,-100.0,1.0,6.0,34.41,1.0,1.0,99.6,13.0,-10.94,11.0,23.15,3.0,-46.38,0.0,-100.0,8.0,132.83,1.0,-30.75,4.0,64.88,1.0,32.98,2.0,99.8,0.0,-100.0,300.0,28.8,80.0,28.66,2.0,383.09,1.0,21.51,88.0,-0.0,35.86,88.0
Mitch Lewis,8.43,25.29,-0.43,4.05,8.1,-33.94,6.14,18.42,58.29,3.19,12.76,17.84,1.48,1.48,75.98,1.43,-4.29,81.93,2.95,17.7,296.51,0.95,0.95,89.62,12.48,-14.5,7.33,-17.94,5.1,-8.85,0.95,113.96,5.19,51.05,0.1,-93.07,1.52,-37.35,2.81,273.67,0.0,-100.0,0.0,-100.0,228.19,-2.03,82.98,33.46,1.95,371.01,0.57,-30.74,81.33,8.93,25.56,80.41
Mitch Owens,7.14,21.42,-15.66,5.54,11.08,-9.64,3.27,9.81,-15.7,2.86,11.44,5.65,1.58,1.58,87.87,0.82,-2.46,4.33,0.91,5.46,22.31,0.63,0.63,25.75,12.68,-13.13,6.35,-28.91,6.92,23.68,0.79,77.93,2.46,-28.41,0.99,-31.44,1.98,-18.38,0.95,26.33,0.45,-55.04,0.14,-25.53,198.41,-14.82,53.71,-13.62,0.24,-42.03,0.6,-27.1,59.72,-5.79,-7.8,58.96
