playerName,kicks W Mean,kicks FP,kicks Scalar,handballs W Mean,handballs FP,handballs Scalar,marks W Mean,marks FP,marks Scalar,tackles W Mean,tackles FP,tackles Scalar,freesFor W Mean,freesFor FP,freesFor Scalar,freesAgainst W Mean,freesAgainst FP,freesAgainst Scalar,goals W Mean,goals FP,goals Scalar,behinds W Mean,behinds FP,behinds Scalar,disposals W Mean,disposals Scalar,uncontestedPossessions W Mean,uncontestedPossessions Scalar,contestedPossessions W Mean,contestedPossessions Scalar,contestedMarks W Mean,contestedMarks Scalar,uncontestedMarks W Mean,uncontestedMarks Scalar,clearances.totalClearances W Mean,clearances.totalClearances Scalar,inside50s W Mean,inside50s Scalar,marksInside50 W Mean,marksInside50 Scalar,disposalEfficiency W Mean,disposalEfficiency Scalar,rebound50s W Mean,rebound50s Scalar,goalAssists W Mean,goalAssists Scalar,tacklesInside50 W Mean,tacklesInside50 Scalar,metresGained W Mean,metresGained Scalar,extendedStats.groundBallGets W Mean,extendedStats.groundBallGets Scalar,extendedStats.scoreLaunches W Mean,extendedStats.scoreLaunches Scalar,extendedStats.centreBounceAttendances W Mean,extendedStats.centreBounceAttendances Scalar,dreamTeamPoints W Mean,dreamTeamPoints Trend,dreamTeamPoints Scalar,dreamTeamPoints FP
Luke Shuey,12.35,37.05,21.6,10.22,20.44,20.65,2.55,7.65,-30.25,5.45,21.8,55.54,2.09,2.09,128.17,1.62,-4.86,90.36,0.24,1.44,-45.58,0.23,0.23,-37.5,22.56,21.11,13.64,21.04,8.91,20.9,0.0,-100.0,2.55,-25.61,5.11,79.74,3.45,14.05,0.0,-100.0,74.96,6.06,1.41,-3.82,0.63,52.17,0.27,-47.67,317.95,10.8,5.67,8.41,1.05,-8.3,14.36,52.39,85.77,0.32,15.54,85.84
Marcus Bontempelli,13.72,41.16,35.09,12.17,24.34,43.67,3.97,11.91,8.59,5.84,23.36,66.67,1.07,1.07,16.81,0.9,-2.7,5.76,1.32,7.92,199.32,0.75,0.75,103.8,25.89,38.99,13.64,21.04,13.65,85.21,0.74,224.56,3.23,-5.78,6.34,123.0,5.58,84.46,0.84,117.62,67.68,-4.24,1.4,-4.5,1.15,177.78,0.88,70.54,436.47,52.1,8.01,53.15,2.23,94.76,21.21,125.09,107.83,-0.25,45.26,107.81
Marcus Windhager,8.35,25.05,-17.78,8.97,17.94,5.89,2.3,6.9,-37.09,4.94,19.76,40.98,0.96,0.96,4.8,1.03,-3.09,21.03,0.04,0.24,-90.93,0.15,0.15,-59.24,17.31,-7.07,10.32,-8.42,8.05,9.23,0.07,-69.3,2.23,-34.95,2.87,0.95,2.0,-33.88,0.19,-50.78,66.04,-6.56,1.29,-12.01,0.15,-63.77,0.56,8.53,215.54,-24.89,5.92,13.19,0.95,-17.03,14.92,58.34,67.9,5.41,-8.53,67.91
Mark Blicavs,6.94,20.82,-31.67,9.69,19.38,14.39,3.44,10.32,-5.91,3.48,13.92,-0.68,0.7,0.7,-23.58,1.21,-3.63,42.19,0.3,1.8,-31.97,0.21,0.21,-42.93,16.63,-10.72,8.27,-26.61,7.85,6.51,0.67,193.86,2.77,-19.19,3.05,7.28,2.54,-16.03,0.64,65.8,64.56,-8.66,0.75,-48.84,0.23,-44.44,0.15,-70.93,202.81,-29.33,5.24,0.19,1.29,12.66,14.83,57.38,70.93,-11.86,-4.45,63.52
Mark O'Connor,6.29,18.87,-38.07,8.94,17.88,5.54,4.0,12.0,9.41,6.63,26.52,89.21,0.99,0.99,8.08,0.98,-2.94,15.16,0.42,2.52,-4.76,0.43,0.43,16.85,15.23,-18.24,6.8,-39.66,8.05,9.23,0.5,119.3,3.5,2.1,3.14,10.45,2.0,-33.88,0.42,8.81,68.96,-2.43,0.37,-74.76,0.01,-97.58,0.42,-18.6,185.31,-35.43,6.48,23.9,2.53,120.96,9.85,4.53,76.25,16.61,2.72,76.27
Marlion Pickett,7.57,22.71,-25.46,8.86,17.72,4.59,3.85,11.55,5.31,3.43,13.72,-2.11,0.43,0.43,-53.06,1.57,-4.71,84.49,0.0,0.0,-100.0,0.57,0.57,54.89,16.43,-11.79,10.0,-11.26,7.72,4.75,0.0,-100.0,3.85,12.31,2.0,-29.65,2.43,-19.67,0.57,47.67,65.5,-7.33,1.71,16.64,0.57,37.68,0.0,-100.0,320.43,11.66,5.72,9.37,0.28,-75.55,9.71,3.05,62.28,8.95,-16.1,61.99
Massimo D'Ambrosio,4.0,12.0,-60.61,5.0,10.0,-40.98,1.0,3.0,-72.65,4.0,16.0,14.16,1.0,1.0,9.17,1.0,-3.0,17.51,2.0,12.0,353.51,0.0,0.0,-100.0,9.0,-51.68,5.0,-55.63,4.0,-45.73,0.0,-100.0,1.0,-70.83,0.0,-100.0,2.0,-33.88,1.0,159.07,55.6,-21.33,0.0,-100.0,1.0,141.55,1.0,93.8,178.0,-37.97,3.0,-42.64,0.0,-100.0,0.0,-100.0,51.0,-0.0,-31.3,51.0
Matt Crouch,10.89,32.67,7.23,19.77,39.54,133.38,3.81,11.43,4.21,3.59,14.36,2.45,1.95,1.95,112.88,0.63,-1.89,-25.97,0.05,0.3,-88.66,0.21,0.21,-42.93,30.67,64.65,18.02,59.91,11.79,59.97,0.21,-7.89,3.6,5.02,5.09,79.04,2.68,-11.4,0.02,-94.82,78.39,10.91,2.02,37.79,0.65,57.0,0.07,-86.43,263.67,-8.12,8.07,54.3,2.11,84.28,20.1,113.31,98.57,3.33,32.79,98.57
Matt Guelfi,6.0,18.0,-40.92,7.0,14.0,-17.37,6.0,18.0,64.11,4.0,16.0,14.16,2.0,2.0,118.34,1.0,-3.0,17.51,0.0,0.0,-100.0,1.0,1.0,171.74,13.0,-30.21,10.0,-11.26,4.0,-45.73,1.0,338.6,5.0,45.86,0.0,-100.0,2.0,-33.88,1.0,159.07,84.6,19.7,0.0,-100.0,2.0,383.09,3.0,481.4,93.0,-67.59,1.0,-80.88,1.0,-12.66,0.0,-100.0,66.0,-0.0,-11.09,66.0
Matt Rowell,11.3,33.9,11.26,13.58,27.16,60.31,2.03,6.09,-44.47,7.24,28.96,106.62,2.52,2.52,175.11,1.38,-4.14,62.16,0.25,1.5,-43.31,0.08,0.08,-78.26,24.88,33.57,9.37,-16.85,15.7,113.03,0.0,-100.0,2.03,-40.78,8.48,198.28,3.39,12.07,0.01,-97.41,68.53,-3.04,1.73,18.01,0.29,-29.95,0.62,20.16,330.32,15.11,9.97,90.63,2.26,97.38,21.26,125.62,96.13,9.26,29.5,96.07
Matt de Boer,3.0,9.0,-70.46,4.0,8.0,-52.78,1.0,3.0,-72.65,2.0,8.0,-42.92,2.0,2.0,118.34,1.0,-3.0,17.51,1.0,6.0,126.76,0.0,0.0,-100.0,7.0,-62.42,3.0,-73.38,4.0,-45.73,0.0,-100.0,1.0,-70.83,0.0,-100.0,1.0,-66.94,1.0,159.07,100.0,41.49,0.0,-100.0,1.0,141.55,1.0,93.8,74.0,-74.21,2.0,-61.76,1.0,-12.66,0.0,-100.0,33.0,-0.0,-55.54,33.0
Mattaes Phillipou,8.1,24.3,-20.24,6.76,13.52,-20.2,1.6,4.8,-56.24,4.64,18.56,32.42,1.0,1.0,9.17,0.9,-2.7,5.76,0.74,4.44,67.8,0.48,0.48,30.43,14.86,-20.22,8.02,-28.83,7.05,-4.34,0.1,-56.14,1.5,-56.24,2.33,-18.04,2.31,-23.64,0.48,24.35,64.7,-8.46,1.12,-23.6,0.0,-100.0,1.07,107.36,237.43,-17.26,5.64,7.84,0.79,-31.0,6.93,-26.46,64.36,-0.41,-13.3,64.4
Matthew Johnson,12.33,36.99,21.41,7.0,14.0,-17.37,5.67,17.01,55.09,3.0,12.0,-14.38,1.0,1.0,9.17,0.0,-0.0,-100.0,0.33,1.98,-25.17,0.33,0.33,-10.33,19.33,3.77,15.0,33.11,4.0,-45.73,0.0,-100.0,5.67,65.4,2.67,-6.09,4.67,54.38,0.33,-14.51,83.53,18.18,0.67,-54.3,0.33,-20.29,0.0,-100.0,380.33,32.53,2.67,-48.95,1.0,-12.66,3.67,-61.05,83.33,-0.0,12.26,83.31
Matthew Kennedy,11.89,35.67,17.07,9.67,19.34,14.15,4.66,13.98,27.46,4.37,17.48,24.71,1.04,1.04,13.54,1.06,-3.18,24.56,0.51,3.06,15.65,0.25,0.25,-32.07,21.56,15.75,11.57,2.67,9.61,30.39,0.24,5.26,4.42,28.94,2.97,4.47,3.43,13.39,0.51,32.12,64.45,-8.81,2.05,39.84,0.17,-58.94,0.15,-70.93,296.0,3.15,6.85,30.98,1.29,12.66,13.23,40.4,88.36,-2.91,19.03,87.64
Max Holmes,14.73,44.19,45.04,8.43,16.86,-0.48,6.52,19.56,78.34,3.01,12.04,-14.1,0.73,0.73,-20.31,0.48,-1.44,-43.6,0.44,2.64,-0.23,0.27,0.27,-26.63,23.16,24.34,14.76,30.98,7.84,6.38,0.15,-34.21,6.37,85.82,3.18,11.85,2.74,-9.42,0.47,21.76,62.8,-11.15,3.58,144.2,0.16,-61.35,0.17,-67.05,486.62,69.57,6.04,15.49,1.18,3.06,8.28,-12.13,94.87,14.76,27.8,94.85
Michael Frederick,6.0,18.0,-40.92,3.0,6.0,-64.59,5.0,15.0,36.76,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,9.0,-51.68,7.0,-37.88,2.0,-72.86,0.0,-100.0,5.0,45.86,0.0,-100.0,2.0,-33.88,0.0,-100.0,88.9,25.78,0.0,-100.0,0.0,-100.0,0.0,-100.0,154.0,-46.34,2.0,-61.76,0.0,-100.0,0.0,-100.0,39.0,-0.0,-47.46,39.0
Michael Walters,8.0,24.0,-21.23,4.5,9.0,-46.88,2.5,7.5,-31.62,1.5,6.0,-57.19,1.0,1.0,9.17,1.0,-3.0,17.51,1.0,6.0,126.76,1.5,1.5,307.61,12.5,-32.89,6.5,-42.32,5.5,-25.37,0.0,-100.0,2.5,-27.07,2.0,-29.65,2.5,-17.36,1.0,159.07,41.9,-40.72,0.0,-100.0,1.0,141.55,1.0,93.8,205.5,-28.39,5.0,-4.4,1.0,-12.66,2.5,-73.47,52.0,-0.0,-29.95,52.0
Mitch Duncan,16.18,48.54,59.31,6.35,12.7,-25.04,6.0,18.0,64.11,3.23,12.92,-7.82,0.35,0.35,-61.79,0.37,-1.11,-56.52,0.37,2.22,-16.1,0.72,0.72,95.65,22.53,20.95,15.14,34.35,4.46,-39.48,0.0,-100.0,6.0,75.03,0.84,-70.45,2.79,-7.77,0.61,58.03,74.54,5.46,4.14,182.4,0.28,-32.37,0.35,-32.17,464.14,61.74,4.02,-23.14,1.14,-0.44,0.93,-90.13,94.37,5.64,27.13,94.34
Mitch Owens,10.43,31.29,2.7,7.14,14.28,-15.71,3.57,10.71,-2.35,4.5,18.0,28.42,1.07,1.07,16.81,1.36,-4.08,59.81,0.14,0.84,-68.25,0.0,0.0,-100.0,17.57,-5.67,9.71,-13.83,8.57,16.28,1.79,685.09,1.79,-47.78,1.36,-52.16,2.79,-7.77,0.5,29.53,56.55,-19.99,0.93,-36.56,0.07,-83.09,0.36,-30.23,312.07,8.75,4.21,-19.5,0.5,-56.33,9.5,0.82,72.36,-4.48,-2.52,72.11
Mitch Robinson,14.0,42.0,37.85,7.0,14.0,-17.37,3.0,9.0,-17.94,1.0,4.0,-71.46,2.0,2.0,118.34,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,21.0,12.74,13.0,15.36,8.0,8.55,1.0,338.6,2.0,-41.66,2.0,-29.65,5.0,65.29,0.0,-100.0,66.7,-5.63,1.0,-31.79,0.0,-100.0,0.0,-100.0,454.0,58.2,6.0,14.72,2.0,74.67,0.0,-100.0,71.0,-0.0,-4.35,71.0
Nat Fyfe,6.9,20.7,-32.06,13.86,27.72,63.62,2.96,8.88,-19.04,3.01,12.04,-14.1,0.62,0.62,-32.31,1.49,-4.47,75.09,0.21,1.26,-52.38,0.35,0.35,-4.89,20.76,11.45,11.53,2.32,10.2,38.4,0.28,22.81,2.68,-21.82,5.0,75.87,2.37,-21.65,0.52,34.72,74.05,4.77,1.05,-28.38,0.26,-37.2,0.5,-3.1,176.95,-38.34,6.56,25.43,1.6,39.74,15.27,62.05,67.11,17.79,-9.59,67.1
Nathan O'Driscoll,7.44,22.32,-26.74,11.58,23.16,36.7,4.16,12.48,13.79,3.49,13.96,-0.4,0.88,0.88,-3.93,1.12,-3.36,31.61,0.88,5.28,99.55,0.05,0.05,-86.41,19.02,2.11,12.53,11.19,6.63,-10.04,0.0,-100.0,4.16,21.35,2.84,-0.11,2.02,-33.22,0.05,-87.05,74.8,5.83,1.67,13.92,0.14,-66.18,0.05,-90.31,278.98,-2.78,5.49,4.97,1.84,60.7,0.0,-100.0,74.81,-3.26,0.78,74.77
Ned Long,4.0,12.0,-60.61,4.0,8.0,-52.78,1.0,3.0,-72.65,5.0,20.0,42.69,1.0,1.0,9.17,1.0,-3.0,17.51,0.0,0.0,-100.0,0.0,0.0,-100.0,8.0,-57.05,4.0,-64.5,4.0,-45.73,0.0,-100.0,1.0,-70.83,0.0,-100.0,1.0,-66.94,0.0,-100.0,50.0,-29.26,0.0,-100.0,0.0,-100.0,0.0,-100.0,93.0,-67.59,4.0,-23.52,0.0,-100.0,2.0,-78.78,42.0,-0.0,-43.42,41.0
Ned Moyle,5.0,15.0,-50.77,4.0,8.0,-52.78,3.0,9.0,-17.94,3.0,12.0,-14.38,1.0,1.0,9.17,1.0,-3.0,17.51,0.0,0.0,-100.0,0.0,0.0,-100.0,9.0,-51.68,1.0,-91.13,8.0,8.55,3.0,1215.79,0.0,-100.0,4.0,40.7,2.0,-33.88,0.0,-100.0,66.7,-5.63,0.0,-100.0,0.0,-100.0,0.0,-100.0,155.0,-45.99,1.0,-80.88,0.0,-100.0,15.0,59.18,74.0,-0.0,-0.31,42.0
Neil Erasmus,10.0,30.0,-1.54,5.67,11.34,-33.07,5.0,15.0,36.76,1.67,6.68,-52.34,1.33,1.33,45.2,1.0,-3.0,17.51,0.0,0.0,-100.0,0.0,0.0,-100.0,15.67,-15.87,11.0,-2.39,4.33,-41.25,0.0,-100.0,5.0,45.86,2.33,-18.04,1.67,-44.79,0.0,-100.0,72.5,2.58,1.33,-9.28,0.0,-100.0,0.0,-100.0,258.33,-9.98,3.0,-42.64,0.67,-41.48,2.0,-78.78,61.33,-0.0,-17.38,61.35
Nic Martin,12.0,36.0,18.16,13.05,26.1,54.06,6.24,18.72,70.68,2.1,8.4,-40.07,1.0,1.0,9.17,0.14,-0.42,-83.55,0.14,0.84,-68.25,0.19,0.19,-48.37,25.05,34.48,16.86,49.61,8.33,13.03,0.0,-100.0,6.24,82.03,1.05,-63.07,1.57,-48.1,0.19,-50.78,63.31,-10.42,2.14,45.98,0.05,-87.92,0.14,-72.87,167.19,-41.74,7.24,38.43,1.0,-12.66,0.86,-90.87,90.81,0.53,22.33,90.83
Nick Daicos,15.94,47.82,56.95,14.24,28.48,68.1,3.42,10.26,-6.46,3.79,15.16,8.16,1.89,1.89,106.33,1.31,-3.93,53.94,1.02,6.12,131.29,0.68,0.68,84.78,30.18,62.02,15.57,38.17,13.72,86.16,0.0,-100.0,3.42,-0.23,8.11,185.26,5.1,68.6,0.54,39.9,67.41,-4.62,1.63,11.19,0.67,61.84,0.74,43.41,460.37,60.42,8.16,56.02,2.02,76.42,20.95,122.33,106.45,-4.19,43.4,106.48
Nick Holman,3.0,9.0,-70.46,5.5,11.0,-35.07,2.5,7.5,-31.62,3.5,14.0,-0.11,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.5,0.5,35.87,8.5,-54.37,8.0,-29.01,0.5,-93.22,0.0,-100.0,2.5,-27.07,0.0,-100.0,1.0,-66.94,0.5,29.53,86.35,22.17,1.0,-31.79,0.5,20.77,1.5,190.7,133.0,-53.65,0.5,-90.44,0.5,-56.33,0.0,-100.0,42.0,-0.0,-43.42,42.0
Nick Watson,9.5,28.5,-6.46,5.0,10.0,-40.98,5.0,15.0,36.76,2.5,10.0,-28.65,2.0,2.0,118.34,1.5,-4.5,76.26,1.5,9.0,240.14,1.0,1.0,171.74,14.5,-22.16,10.0,-11.26,5.5,-25.37,1.0,338.6,4.0,16.69,1.5,-47.24,3.5,15.7,2.0,418.13,71.6,1.3,0.0,-100.0,2.0,383.09,0.5,-3.1,279.0,-2.78,2.5,-52.2,1.5,31.0,0.0,-100.0,71.0,-0.0,-4.35,71.0
Noah Anderson,15.93,47.79,56.85,12.74,25.48,50.4,4.72,14.16,29.1,3.15,12.6,-10.1,1.04,1.04,13.54,0.42,-1.26,-50.65,0.58,3.48,31.52,0.4,0.4,8.7,28.67,53.92,17.56,55.83,10.99,49.12,0.01,-95.61,4.71,37.4,5.77,102.95,5.85,93.39,0.16,-58.55,67.54,-4.44,2.61,78.04,0.62,49.76,0.17,-67.05,513.49,78.94,7.57,44.74,1.37,19.65,22.21,135.7,103.62,1.64,39.59,103.69
Noah Answerth,8.0,24.0,-21.23,5.0,10.0,-40.98,4.0,12.0,9.41,4.0,16.0,14.16,1.0,1.0,9.17,1.0,-3.0,17.51,0.0,0.0,-100.0,0.0,0.0,-100.0,13.0,-30.21,12.0,6.49,2.0,-72.86,0.0,-100.0,4.0,16.69,0.0,-100.0,1.0,-66.94,0.0,-100.0,100.0,41.49,2.0,36.43,0.0,-100.0,0.0,-100.0,212.0,-26.12,1.0,-80.88,1.0,-12.66,0.0,-100.0,60.0,-0.0,-19.17,60.0
Oliver Florent,16.0,48.0,57.54,7.0,14.0,-17.37,4.0,12.0,9.41,5.0,20.0,42.69,0.0,0.0,-100.0,1.0,-3.0,17.51,0.0,0.0,-100.0,1.0,1.0,171.74,23.0,23.48,18.0,59.73,6.0,-18.59,0.0,-100.0,4.0,16.69,3.0,5.52,10.0,230.58,0.0,-100.0,65.2,-7.75,4.0,172.85,2.0,383.09,0.0,-100.0,589.0,105.25,6.0,14.72,1.0,-12.66,15.0,59.18,92.0,-0.0,23.94,92.0
Ollie Wines,10.07,30.21,-0.85,14.52,29.04,71.41,4.19,12.57,14.61,4.3,17.2,22.72,0.97,0.97,5.9,0.57,-1.71,-33.02,0.47,2.82,6.58,0.31,0.31,-15.76,24.59,32.01,13.13,16.51,11.26,52.78,0.13,-42.98,4.05,18.14,5.15,81.15,3.12,3.14,0.37,-4.15,71.47,1.12,1.03,-29.74,0.33,-20.29,0.65,25.97,272.64,-4.99,8.32,59.08,1.52,32.75,16.55,75.63,91.47,-0.45,23.22,91.41
Paddy Dow,8.14,24.42,-19.85,9.43,18.86,11.32,2.14,6.42,-41.47,3.15,12.6,-10.1,1.57,1.57,71.4,0.72,-2.16,-15.39,0.28,1.68,-36.51,0.28,0.28,-23.91,17.57,-5.67,9.43,-16.32,8.43,14.38,0.0,-100.0,2.14,-37.57,4.29,50.9,3.85,27.27,0.28,-27.46,58.97,-16.57,0.57,-61.12,0.43,3.86,0.29,-43.8,242.43,-15.52,5.43,3.82,1.43,24.89,19.29,104.71,63.71,-0.84,-14.17,63.67
Patrick Cripps,10.85,32.55,6.83,17.42,34.84,105.64,2.64,7.92,-27.79,5.45,21.8,55.54,2.02,2.02,120.52,1.87,-5.61,119.74,0.65,3.9,47.39,0.31,0.31,-15.76,28.27,51.77,13.03,15.63,15.4,108.96,0.31,35.96,2.33,-32.03,7.95,179.63,4.58,51.4,0.34,-11.92,69.11,-2.22,0.91,-37.93,0.54,30.43,0.74,43.41,335.72,16.99,8.43,61.19,1.87,63.32,22.96,143.66,98.46,1.76,32.64,97.73
Patrick Dangerfield,12.42,37.26,22.29,7.33,14.66,-13.47,3.41,10.23,-6.73,4.12,16.48,17.58,1.29,1.29,40.83,1.32,-3.96,55.11,0.51,3.06,15.65,0.44,0.44,19.57,19.75,6.03,8.67,-23.06,10.55,43.15,0.7,207.02,2.7,-21.24,5.32,87.13,6.41,111.9,0.6,55.44,61.9,-12.42,0.77,-47.48,0.63,52.17,0.92,78.29,451.71,57.41,6.32,20.84,1.65,44.1,18.66,98.03,79.49,0.75,7.08,79.46
Patrick Lipinski,9.13,27.39,-10.1,7.93,15.86,-6.39,2.94,8.82,-19.58,2.31,9.24,-34.08,0.11,0.11,-87.99,0.13,-0.39,-84.72,0.91,5.46,106.35,0.87,0.87,136.41,17.06,-8.41,10.74,-4.69,5.43,-26.32,0.87,281.58,2.07,-39.61,0.43,-84.88,3.03,0.17,0.0,-100.0,69.32,-1.92,1.14,-22.24,0.99,139.13,0.96,86.05,139.46,-51.4,4.27,-18.36,0.96,-16.16,1.46,-84.51,67.41,-8.22,-9.19,67.36
Paul Curtis,7.0,21.0,-31.08,4.0,8.0,-52.78,2.0,6.0,-45.3,1.0,4.0,-71.46,1.0,1.0,9.17,1.0,-3.0,17.51,1.0,6.0,126.76,1.0,1.0,171.74,11.0,-40.95,7.0,-37.88,5.0,-32.16,0.0,-100.0,2.0,-41.66,1.0,-64.83,1.0,-66.94,1.0,159.07,81.8,15.74,0.0,-100.0,3.0,624.64,0.0,-100.0,248.0,-13.58,3.0,-42.64,2.0,74.67,0.0,-100.0,44.0,-0.0,-40.73,44.0
Reuben Ginbey,6.87,20.61,-32.36,8.6,17.2,1.52,1.81,5.43,-50.49,5.24,20.96,49.54,0.73,0.73,-20.31,0.95,-2.85,11.63,0.17,1.02,-61.45,0.17,0.17,-53.8,15.47,-16.95,8.15,-27.68,7.19,-2.44,0.17,-25.44,1.64,-52.16,2.97,4.47,2.73,-9.75,0.34,-11.92,70.8,0.17,0.66,-54.98,0.34,-17.87,1.0,93.8,215.59,-24.87,5.75,9.94,1.05,-8.3,18.64,97.81,63.26,2.2,-14.78,63.27
Rhylee West,7.0,21.0,-31.08,4.5,9.0,-46.88,3.21,9.63,-12.2,4.71,18.84,34.42,0.0,0.0,-100.0,0.43,-1.29,-49.47,0.14,0.84,-68.25,0.86,0.86,133.7,11.5,-38.26,9.29,-17.56,4.14,-43.83,0.86,277.19,2.36,-31.16,1.0,-64.83,1.14,-62.31,1.86,381.87,67.46,-4.55,0.07,-95.23,1.21,192.27,0.07,-86.43,135.57,-52.76,2.36,-54.88,0.21,-81.66,0.0,-100.0,58.93,0.31,-20.61,58.88
Rhys Mathieson,9.0,27.0,-11.38,10.0,20.0,18.05,2.0,6.0,-45.3,3.0,12.0,-14.38,2.0,2.0,118.34,1.0,-3.0,17.51,0.0,0.0,-100.0,1.0,1.0,171.74,19.0,2.0,6.0,-46.76,13.0,76.39,0.0,-100.0,2.0,-41.66,8.0,181.39,1.0,-66.94,0.0,-100.0,73.7,4.28,1.0,-31.79,0.0,-100.0,0.0,-100.0,212.0,-26.12,9.0,72.08,2.0,74.67,19.0,101.63,65.0,-0.0,-12.44,65.0
Riley Bonner,7.0,21.0,-31.08,5.0,10.0,-40.98,6.0,18.0,64.11,1.0,4.0,-71.46,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,12.0,-35.58,8.0,-29.01,4.0,-45.73,0.0,-100.0,6.0,75.03,1.0,-64.83,1.0,-66.94,0.0,-100.0,66.7,-5.63,2.0,36.43,0.0,-100.0,0.0,-100.0,210.0,-26.82,3.0,-42.64,0.0,-100.0,0.0,-100.0,53.0,-0.0,-28.6,53.0
Riley Collier-Dawkins,5.0,15.0,-50.77,11.0,22.0,29.85,2.0,6.0,-45.3,4.0,16.0,14.16,1.0,1.0,9.17,1.0,-3.0,17.51,0.0,0.0,-100.0,0.0,0.0,-100.0,16.0,-14.1,9.0,-20.13,7.0,-5.02,0.0,-100.0,2.0,-41.66,5.0,75.87,1.0,-66.94,0.0,-100.0,68.8,-2.66,1.0,-31.79,1.0,141.55,0.0,-100.0,134.0,-53.31,4.0,-23.52,0.0,-100.0,27.0,186.53,57.0,-0.0,-23.21,57.0
Riley Garcia,4.0,12.0,-60.61,12.0,24.0,41.66,0.0,0.0,-100.0,2.0,8.0,-42.92,2.0,2.0,118.34,1.0,-3.0,17.51,0.0,0.0,-100.0,1.0,1.0,171.74,16.0,-14.1,7.0,-37.88,9.0,22.12,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.0,-66.94,0.0,-100.0,81.3,15.03,0.0,-100.0,0.0,-100.0,0.0,-100.0,64.0,-77.7,7.0,33.84,2.0,74.67,1.0,-89.39,44.0,-0.0,-40.73,44.0
Rory Laird,11.66,34.98,14.81,16.14,32.28,90.53,3.49,10.47,-4.54,6.17,24.68,76.08,1.36,1.36,48.47,1.16,-3.48,36.31,0.1,0.6,-77.32,0.26,0.26,-29.35,27.79,49.19,16.55,46.86,11.41,54.82,0.12,-47.37,3.37,-1.69,5.02,76.57,3.0,-0.83,0.1,-74.09,74.15,4.91,1.94,32.33,0.42,1.45,0.68,31.78,293.86,2.4,7.89,50.86,1.38,20.52,14.9,58.12,101.15,-7.72,36.26,101.15
Rory Sloane,9.71,29.13,-4.39,7.86,15.72,-7.21,4.5,13.5,23.09,1.93,7.72,-44.92,0.71,0.71,-22.49,1.43,-4.29,68.04,0.0,0.0,-100.0,0.0,0.0,-100.0,17.57,-5.67,10.07,-10.64,7.86,6.65,0.0,-100.0,4.5,31.27,2.21,-22.27,1.57,-48.1,0.07,-81.87,79.04,11.83,1.57,7.09,0.0,-100.0,0.07,-86.43,188.14,-34.44,6.14,17.4,0.64,-44.1,2.93,-68.91,62.5,-12.28,-15.8,62.49
Ryan Angwin,5.33,15.99,-47.52,8.0,16.0,-5.56,3.0,9.0,-17.94,4.0,16.0,14.16,0.67,0.67,-26.86,0.33,-0.99,-61.22,0.0,0.0,-100.0,0.0,0.0,-100.0,13.33,-28.44,8.0,-29.01,5.33,-27.68,0.0,-100.0,3.0,-12.49,1.0,-64.83,2.0,-33.88,0.33,-14.51,83.33,17.9,0.67,-54.3,0.0,-100.0,0.33,-36.05,152.33,-46.92,4.33,-17.21,0.0,-100.0,0.0,-100.0,56.67,-0.0,-23.66,56.67
Ryan Lester,11.0,33.0,8.31,3.5,7.0,-58.68,4.5,13.5,23.09,3.0,12.0,-14.38,1.5,1.5,63.76,1.0,-3.0,17.51,0.0,0.0,-100.0,0.0,0.0,-100.0,14.5,-22.16,8.0,-29.01,6.0,-18.59,1.0,338.6,3.5,2.1,0.0,-100.0,1.5,-50.41,0.0,-100.0,77.35,9.44,1.0,-31.79,0.0,-100.0,0.0,-100.0,225.5,-21.42,3.0,-42.64,1.5,31.0,0.0,-100.0,64.0,-0.0,-13.78,64.0
Sam Berry,7.88,23.64,-22.41,6.91,13.82,-18.43,1.02,3.06,-72.1,6.93,27.72,97.77,1.5,1.5,63.76,1.03,-3.09,21.03,0.22,1.32,-50.11,0.28,0.28,-23.91,14.79,-20.6,5.38,-52.26,9.86,33.79,0.0,-100.0,1.02,-70.25,4.35,53.01,2.86,-5.45,0.0,-100.0,73.71,4.29,1.24,-15.42,0.49,18.36,0.85,64.73,219.7,-23.44,7.63,45.89,2.05,79.04,14.14,50.06,68.22,1.11,-8.1,68.25
Sam Docherty,10.11,30.33,-0.45,2.39,4.78,-71.79,5.01,15.03,37.04,1.67,6.68,-52.34,0.18,0.18,-80.35,0.08,-0.24,-90.6,0.05,0.3,-88.66,0.14,0.14,-61.96,12.5,-32.89,10.35,-8.16,2.93,-60.24,0.0,-100.0,5.01,46.15,0.58,-79.6,1.66,-45.12,0.04,-89.64,62.23,-11.95,3.8,159.21,0.09,-78.26,0.02,-96.12,338.8,18.06,1.8,-65.58,1.04,-9.17,4.39,-53.41,57.22,-38.35,-22.92,57.2
