playerName,kicks W Mean,kicks FP,kicks Scalar,handballs W Mean,handballs FP,handballs Scalar,marks W Mean,marks FP,marks Scalar,tackles W Mean,tackles FP,tackles Scalar,freesFor W Mean,freesFor FP,freesFor Scalar,freesAgainst W Mean,freesAgainst FP,freesAgainst Scalar,goals W Mean,goals FP,goals Scalar,behinds W Mean,behinds FP,behinds Scalar,disposals W Mean,disposals Scalar,uncontestedPossessions W Mean,uncontestedPossessions Scalar,contestedPossessions W Mean,contestedPossessions Scalar,contestedMarks W Mean,contestedMarks Scalar,uncontestedMarks W Mean,uncontestedMarks Scalar,clearances.totalClearances W Mean,clearances.totalClearances Scalar,inside50s W Mean,inside50s Scalar,disposalEfficiency W Mean,disposalEfficiency Scalar,rebound50s W Mean,rebound50s Scalar,metresGained W Mean,metresGained Scalar,extendedStats.kickEfficiency W Mean,extendedStats.kickEfficiency Scalar,extendedStats.interceptMarks W Mean,extendedStats.interceptMarks Scalar,extendedStats.scoreLaunches W Mean,extendedStats.scoreLaunches Scalar,extendedStats.kickins W Mean,extendedStats.kickins Scalar,extendedStats.kickinsPlayon W Mean,extendedStats.kickinsPlayon Scalar,dreamTeamPoints W Mean,dreamTeamPoints Trend,dreamTeamPoints Scalar,dreamTeamPoints FP
Mitch Robinson,8.0,24.0,-20.1,4.0,8.0,-27.48,4.0,12.0,-14.64,3.0,12.0,46.34,1.0,1.0,56.49,1.0,-3.0,47.28,1.0,6.0,495.24,0.0,0.0,-100.0,12.0,-22.73,7.0,-30.34,5.0,5.86,0.0,-100.0,4.0,-6.91,2.0,155.75,3.0,81.05,83.3,9.06,2.0,-26.95,182.0,-32.53,100.0,39.8,1.0,-13.57,1.0,17.92,0.0,-100.0,0.0,-100.0,60.0,-0.0,-5.41,60.0
Mitchell Hinge,13.85,41.55,38.32,6.71,13.42,21.65,5.25,15.75,12.04,2.4,9.6,17.07,0.63,0.63,-1.41,0.64,-1.92,-5.74,0.1,0.6,-40.48,0.31,0.31,152.03,20.57,32.46,12.5,24.39,6.06,28.31,0.34,-12.6,4.91,14.27,1.18,50.9,2.24,35.18,76.85,0.62,4.71,72.02,428.11,58.71,71.44,-0.13,1.28,10.63,1.05,23.82,2.26,157.4,2.16,178.71,79.96,15.15,26.05,79.94
Nasiah Wanganeen-Milera,18.96,56.88,89.35,5.94,11.88,7.69,6.95,20.85,48.31,1.95,7.8,-4.88,0.6,0.6,-6.1,0.55,-1.65,-19.0,0.02,0.12,-88.1,0.26,0.26,111.38,24.9,60.35,16.18,61.01,5.0,5.86,0.15,-61.44,6.8,58.25,0.96,22.76,1.77,6.82,78.51,2.79,5.15,88.09,483.31,79.17,76.8,7.36,1.08,-6.66,1.38,62.74,4.17,374.94,3.87,399.35,96.74,2.38,52.5,96.74
Nathan Broad,10.37,31.11,3.57,5.26,10.52,-4.64,6.66,19.98,42.13,1.52,6.08,-25.85,0.42,0.42,-34.27,0.7,-2.1,3.09,0.05,0.3,-70.24,0.05,0.05,-59.35,15.63,0.65,11.29,12.35,3.39,-28.22,0.54,38.82,6.12,42.42,0.19,-75.7,0.65,-60.77,84.18,10.21,3.23,17.97,227.07,-15.82,85.52,19.55,2.47,113.48,0.51,-39.86,1.31,49.2,0.99,27.74,66.3,-2.14,4.52,66.36
Nathan Murphy,9.02,27.06,-9.92,3.06,6.12,-44.53,3.6,10.8,-23.18,2.73,10.92,33.17,3.13,3.13,389.83,0.56,-1.68,-17.53,0.0,0.0,-100.0,0.0,0.0,-100.0,12.08,-22.21,7.59,-24.47,4.87,3.11,0.54,38.82,3.06,-28.79,0.43,-45.01,1.32,-20.34,70.41,-7.81,3.17,15.78,269.84,0.03,66.26,-7.37,2.05,77.18,0.16,-81.13,0.0,-100.0,0.0,-100.0,56.37,5.31,-11.14,56.35
Nathan O'Driscoll,9.0,27.0,-10.12,3.0,6.0,-45.61,4.0,12.0,-14.64,2.0,8.0,-2.44,0.0,0.0,-100.0,0.0,-0.0,-100.0,1.0,6.0,495.24,1.0,1.0,713.01,12.0,-22.73,10.0,-0.49,2.0,-57.65,0.0,-100.0,4.0,-6.91,0.0,-100.0,3.0,81.05,58.3,-23.67,1.0,-63.48,300.0,11.21,55.6,-22.27,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,60.0,-0.0,-5.41,60.0
Nathan Wilson,12.0,36.0,19.84,7.5,15.0,35.97,6.5,19.5,38.71,0.5,2.0,-75.61,0.0,0.0,-100.0,0.5,-1.5,-26.36,0.0,0.0,-100.0,0.0,0.0,-100.0,19.5,25.57,16.0,59.22,2.5,-47.07,0.5,28.53,6.0,39.63,0.0,-100.0,2.5,50.88,81.75,7.03,2.5,-8.69,332.5,23.26,81.45,13.87,0.5,-56.78,0.0,-100.0,1.0,13.9,0.5,-35.48,71.0,-0.0,11.93,71.0
Ned McHenry,7.0,21.0,-30.09,3.0,6.0,-45.61,7.0,21.0,49.38,2.0,8.0,-2.44,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,10.0,-35.6,8.0,-20.39,3.0,-36.48,0.0,-100.0,7.0,62.9,0.0,-100.0,3.0,81.05,80.0,4.74,2.0,-26.95,195.0,-27.71,71.4,-0.18,0.0,-100.0,1.0,17.92,0.0,-100.0,0.0,-100.0,56.0,-0.0,-11.72,56.0
Ned Reeves,3.0,9.0,-70.04,3.0,6.0,-45.61,1.0,3.0,-78.66,0.0,0.0,-100.0,1.0,1.0,56.49,1.0,-3.0,47.28,0.0,0.0,-100.0,0.0,0.0,-100.0,6.0,-61.36,3.0,-70.15,3.0,-36.48,0.0,-100.0,1.0,-76.73,0.0,-100.0,1.0,-39.65,66.7,-12.67,1.0,-63.48,80.0,-70.34,33.3,-53.45,1.0,-13.57,2.0,135.85,0.0,-100.0,0.0,-100.0,34.0,-0.0,-46.4,16.0
Nic Martin,18.27,54.81,82.46,10.14,20.28,83.83,6.68,20.04,42.55,2.36,9.44,15.12,0.5,0.5,-21.75,0.59,-1.77,-13.11,0.68,4.08,304.76,0.45,0.45,265.85,28.41,82.95,20.41,103.1,6.14,30.0,0.23,-40.87,6.45,50.1,1.32,68.8,3.45,108.21,74.5,-2.46,3.64,32.94,473.18,75.41,68.96,-3.6,1.0,-13.57,1.18,39.15,1.45,65.15,1.41,81.94,107.86,-0.0,70.03,107.83
Nic Newman,17.32,51.96,72.98,6.78,13.56,22.92,8.24,24.72,75.84,3.88,15.52,89.27,1.01,1.01,58.06,1.17,-3.51,72.31,0.05,0.3,-70.24,0.14,0.14,13.82,24.11,55.26,16.08,60.02,5.53,17.09,0.48,23.39,7.76,80.59,0.98,25.32,2.68,61.74,80.31,5.15,4.57,66.91,478.57,77.41,79.03,10.48,1.62,40.02,1.51,78.07,2.53,188.15,2.48,220.0,103.69,7.05,63.46,103.7
Nick Blakey,16.49,49.47,64.69,5.08,10.16,-7.9,6.13,18.39,30.82,1.24,4.96,-39.51,0.73,0.73,14.24,0.82,-2.46,20.77,0.25,1.5,48.81,0.12,0.12,-2.44,21.57,38.9,13.4,33.35,4.52,-4.3,0.26,-33.16,5.87,36.61,0.18,-76.98,2.38,43.63,75.92,-0.6,5.68,107.45,484.5,79.61,75.53,5.59,2.17,87.55,1.64,93.4,3.9,344.19,3.73,381.29,82.88,10.76,30.66,82.87
Nick Coffield,8.83,26.49,-11.81,2.83,5.66,-48.69,5.33,15.99,13.74,1.0,4.0,-51.22,0.83,0.83,29.89,0.5,-1.5,-26.36,0.0,0.0,-100.0,0.0,0.0,-100.0,11.67,-24.85,9.17,-8.75,2.5,-47.07,0.33,-15.17,5.0,16.36,0.0,-100.0,0.83,-49.91,78.07,2.22,2.17,-20.75,214.5,-20.48,77.17,7.88,1.5,29.65,0.17,-79.95,0.0,-100.0,0.0,-100.0,51.5,-0.0,-18.81,51.47
Nick Daicos,15.71,47.13,56.9,13.61,27.22,146.74,2.56,7.68,-45.37,3.46,13.84,68.78,0.87,0.87,36.15,1.41,-4.23,107.66,0.64,3.84,280.95,0.56,0.56,355.28,29.32,88.81,16.64,65.59,11.18,136.71,0.0,-100.0,2.56,-40.42,5.6,616.11,4.48,170.37,63.95,-16.27,2.78,1.53,437.38,62.14,54.37,-23.99,0.41,-64.56,1.94,128.77,1.38,57.18,1.38,78.06,96.9,-1.74,52.76,96.91
Nick Haynes,13.52,40.56,35.02,2.96,5.92,-46.34,6.88,20.64,46.82,0.63,2.52,-69.27,0.9,0.9,40.85,0.92,-2.76,35.49,0.03,0.18,-82.14,0.02,0.02,-83.74,16.48,6.12,14.57,44.99,1.93,-59.14,0.1,-74.29,6.78,57.78,0.07,-91.05,0.66,-60.17,86.03,12.64,5.16,88.46,324.85,20.43,83.68,16.98,0.91,-21.35,0.59,-30.42,0.84,-4.33,0.84,8.39,67.92,-5.86,7.07,67.98
Nick Hind,10.97,32.91,9.56,3.07,6.14,-44.34,2.58,7.74,-44.94,1.48,5.92,-27.8,0.02,0.02,-96.87,0.91,-2.73,34.02,0.03,0.18,-82.14,0.01,0.01,-91.87,14.03,-9.65,8.9,-11.43,2.67,-43.47,0.0,-100.0,2.57,-40.19,0.58,-25.83,2.1,26.74,70.67,-7.47,1.6,-41.56,239.75,-11.12,62.27,-12.95,0.18,-84.44,0.64,-24.53,2.57,192.71,1.67,115.48,50.17,-29.67,-20.91,50.19
Nick Murray,7.33,21.99,-26.8,3.18,6.36,-42.35,3.88,11.64,-17.2,1.79,7.16,-12.68,0.86,0.86,34.59,1.77,-5.31,160.68,0.0,0.0,-100.0,0.0,0.0,-100.0,10.51,-32.32,6.44,-35.91,3.72,-21.24,0.35,-10.03,3.54,-17.62,0.0,-100.0,1.86,12.25,78.87,3.26,2.02,-26.22,278.14,3.11,87.04,21.68,1.61,39.15,0.98,15.57,0.65,-25.97,0.35,-54.84,42.72,8.0,-32.65,42.7
Nick Vlastuin,14.92,44.76,49.01,5.19,10.38,-5.91,7.35,22.05,56.85,1.97,7.88,-3.9,1.09,1.09,70.58,1.22,-3.66,79.68,0.02,0.12,-88.1,0.0,0.0,-100.0,20.11,29.5,11.46,14.04,5.62,18.99,1.04,167.35,6.31,46.85,0.43,-45.01,1.28,-22.75,85.18,11.52,5.87,114.39,412.53,52.93,83.55,16.8,3.25,180.9,1.47,73.35,3.36,282.69,2.92,276.77,82.56,-0.24,30.15,82.62
Nik Cox,14.0,42.0,39.82,2.0,4.0,-63.74,5.0,15.0,6.7,1.0,4.0,-51.22,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,16.0,3.03,12.0,19.41,2.0,-57.65,0.0,-100.0,5.0,16.36,0.0,-100.0,2.0,20.7,56.3,-26.29,6.0,119.14,421.0,56.07,57.1,-20.18,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,65.0,-0.0,2.47,65.0
Noah Anderson,14.5,43.5,44.81,8.5,17.0,54.1,3.0,9.0,-35.98,4.0,16.0,95.12,1.5,1.5,134.74,0.5,-1.5,-26.36,0.5,3.0,197.62,0.5,0.5,306.5,23.0,48.11,10.0,-0.49,11.5,143.49,0.0,-100.0,3.0,-30.18,6.5,731.2,4.5,171.58,67.45,-11.69,2.5,-8.69,453.0,67.93,54.4,-23.95,0.5,-56.78,1.0,17.92,0.0,-100.0,0.0,-100.0,89.0,-0.0,40.3,89.0
Noah Answerth,10.0,30.0,-0.13,5.05,10.1,-8.45,5.97,17.91,27.4,3.66,14.64,78.54,0.34,0.34,-46.79,0.97,-2.91,42.86,0.0,0.0,-100.0,0.0,0.0,-100.0,15.05,-3.08,11.69,16.33,4.23,-10.44,0.09,-76.86,5.89,37.07,0.6,-23.27,1.03,-37.84,85.99,12.58,2.66,-2.85,242.6,-10.07,86.22,20.53,1.06,-8.38,0.37,-56.37,0.11,-87.47,0.06,-92.26,70.09,7.34,10.49,70.08
Noah Balta,8.18,24.54,-18.31,3.45,6.9,-37.45,4.35,13.05,-7.17,0.6,2.4,-70.73,0.54,0.54,-15.49,0.14,-0.42,-79.38,0.01,0.06,-94.05,0.0,0.0,-100.0,11.63,-25.11,7.26,-27.75,3.86,-18.27,1.59,308.74,2.77,-35.54,0.01,-98.72,0.62,-62.58,80.18,4.98,1.72,-37.18,261.99,-2.88,72.22,0.96,2.74,136.82,1.05,23.82,0.56,-36.22,0.55,-29.03,47.12,-14.0,-25.72,47.07
Oisin Mullin,6.5,19.5,-35.08,6.0,12.0,8.77,2.0,6.0,-57.32,2.0,8.0,-2.44,0.5,0.5,-21.75,0.5,-1.5,-26.36,0.0,0.0,-100.0,0.5,0.5,306.5,12.5,-19.51,7.5,-25.37,4.5,-4.72,0.0,-100.0,2.0,-53.46,0.5,-36.06,1.0,-39.65,66.65,-12.74,1.0,-63.48,181.5,-32.72,30.0,-58.06,0.5,-56.78,0.5,-41.04,0.0,-100.0,0.0,-100.0,45.0,-0.0,-29.06,45.0
Oleg Markov,8.26,24.78,-17.51,8.23,16.46,49.2,3.66,10.98,-21.9,1.55,6.2,-24.39,0.9,0.9,40.85,0.47,-1.41,-30.78,0.03,0.18,-82.14,0.0,0.0,-100.0,16.48,6.12,11.16,11.06,5.16,9.25,0.45,15.68,3.21,-25.3,0.93,18.93,1.69,1.99,83.05,8.74,1.29,-52.89,236.0,-12.51,68.95,-3.61,0.53,-54.19,0.57,-32.78,0.51,-41.91,0.51,-34.19,58.04,-7.19,-8.5,58.09
Oliver Florent,12.08,36.24,20.64,7.5,15.0,35.97,4.53,13.59,-3.33,1.9,7.6,-7.32,0.7,0.7,9.55,0.86,-2.58,26.66,0.19,1.14,13.1,0.23,0.23,86.99,19.58,26.09,12.51,24.49,5.81,23.02,0.12,-69.15,4.41,2.63,1.45,85.42,2.36,42.43,71.54,-6.33,3.34,21.99,356.92,32.31,63.32,-11.48,0.75,-35.18,1.4,65.09,1.81,106.15,1.09,40.65,71.93,8.29,13.39,71.92
Oscar McDonald,8.0,24.0,-20.1,2.0,4.0,-63.74,3.0,9.0,-35.98,1.0,4.0,-51.22,0.0,0.0,-100.0,1.0,-3.0,47.28,0.0,0.0,-100.0,0.0,0.0,-100.0,10.0,-35.6,9.0,-10.44,1.0,-78.83,0.0,-100.0,3.0,-30.18,0.0,-100.0,1.0,-39.65,50.0,-34.54,2.0,-26.95,197.0,-26.97,50.0,-30.1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,38.0,-0.0,-40.1,38.0
Paddy McCartin,9.43,28.29,-5.82,2.57,5.14,-53.41,4.86,14.58,3.71,0.93,3.72,-54.63,1.29,1.29,101.88,0.71,-2.13,4.57,0.0,0.0,-100.0,0.0,0.0,-100.0,12.0,-22.73,7.0,-30.34,5.07,7.35,1.0,157.07,3.86,-10.17,0.21,-73.15,0.86,-48.1,80.21,5.02,2.86,4.46,178.79,-33.72,80.39,12.38,3.14,171.39,1.29,52.12,0.14,-84.05,0.14,-81.94,50.86,-0.0,-19.82,50.89
Patrick Dangerfield,11.0,33.0,9.86,4.0,8.0,-27.48,3.0,9.0,-35.98,2.0,8.0,-2.44,2.0,2.0,212.99,0.0,-0.0,-100.0,1.0,6.0,495.24,0.0,0.0,-100.0,15.0,-3.41,7.0,-30.34,8.0,69.38,1.0,157.07,2.0,-53.46,3.0,283.63,3.0,81.05,26.7,-65.04,1.0,-63.48,359.0,33.09,18.2,-74.56,1.0,-13.57,1.0,17.92,0.0,-100.0,0.0,-100.0,66.0,-0.0,4.05,66.0
Patrick Naish,12.0,36.0,19.84,5.0,10.0,-9.35,3.0,9.0,-35.98,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,17.0,9.47,13.0,29.37,3.0,-36.48,0.0,-100.0,3.0,-30.18,2.0,155.75,2.0,20.7,64.7,-15.29,2.0,-26.95,251.0,-6.95,50.0,-30.1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,55.0,-0.0,-13.3,55.0
Patrick Parnell,8.24,24.72,-17.71,2.14,4.28,-61.2,2.29,6.87,-51.13,0.33,1.32,-83.9,0.0,0.0,-100.0,0.1,-0.3,-85.27,0.0,0.0,-100.0,0.05,0.05,-59.35,10.38,-33.16,8.14,-19.0,1.19,-74.8,0.0,-100.0,2.29,-46.71,0.05,-93.61,0.19,-88.53,68.61,-10.17,1.1,-59.82,90.05,-66.62,63.42,-11.34,0.05,-95.68,0.1,-88.21,0.9,2.51,0.9,16.13,36.95,-16.66,-41.75,36.94
Phil Davis,11.0,33.0,9.86,5.0,10.0,-9.35,6.0,18.0,28.04,2.0,8.0,-2.44,3.0,3.0,369.48,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,16.0,3.03,9.0,-10.44,7.0,48.21,0.0,-100.0,6.0,39.63,0.0,-100.0,0.0,-100.0,81.3,6.44,4.0,46.09,140.0,-48.1,90.9,27.08,4.0,245.72,0.0,-100.0,0.0,-100.0,0.0,-100.0,72.0,-0.0,13.5,72.0
Reuben Ginbey,7.43,22.29,-25.8,10.57,21.14,91.62,2.71,8.13,-42.17,1.29,5.16,-37.07,0.0,0.0,-100.0,1.29,-3.87,89.99,0.0,0.0,-100.0,0.0,0.0,-100.0,18.0,15.91,11.43,13.74,6.14,30.0,0.0,-100.0,2.71,-36.93,2.14,173.66,1.86,12.25,82.89,8.53,2.86,4.46,253.86,-5.89,82.14,14.83,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,52.86,17.47,-16.67,52.85
Rhett Bazzo,4.79,14.37,-52.16,8.0,16.0,45.03,5.0,15.0,6.7,1.93,7.72,-5.85,0.07,0.07,-89.05,0.86,-2.58,26.66,0.0,0.0,-100.0,0.0,0.0,-100.0,12.79,-17.64,8.93,-11.14,3.79,-19.75,0.07,-82.01,4.93,14.73,0.0,-100.0,1.07,-35.43,77.46,1.42,0.43,-84.3,32.5,-87.95,75.09,4.97,0.21,-81.85,0.93,9.67,0.0,-100.0,0.0,-100.0,50.57,-2.75,-20.28,50.58
Rhylee West,7.57,22.71,-24.4,7.71,15.42,39.78,2.57,7.71,-45.16,3.71,14.84,80.98,0.0,0.0,-100.0,1.0,-3.0,47.28,0.14,0.84,-16.67,0.0,0.0,-100.0,15.29,-1.54,12.14,20.81,3.14,-33.52,0.86,121.08,1.71,-60.2,0.0,-100.0,3.71,123.9,75.97,-0.53,0.14,-94.89,230.43,-14.58,62.14,-13.13,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,58.57,17.14,-7.67,58.52
Rhys Stanley,6.0,18.0,-40.08,7.0,14.0,26.9,3.0,9.0,-35.98,2.0,8.0,-2.44,2.0,2.0,212.99,2.0,-6.0,194.55,0.0,0.0,-100.0,1.0,1.0,713.01,13.0,-16.29,7.0,-30.34,7.0,48.21,1.0,157.07,2.0,-53.46,2.0,155.75,2.0,20.7,61.5,-19.48,1.0,-63.48,136.0,-49.58,50.0,-30.1,0.0,-100.0,1.0,17.92,0.0,-100.0,0.0,-100.0,64.0,-0.0,0.89,46.0
Riley Bonner,17.5,52.5,74.77,6.29,12.58,14.03,7.56,22.68,61.33,1.59,6.36,-22.44,0.0,0.0,-100.0,0.83,-2.49,22.24,0.24,1.44,42.86,0.17,0.17,38.21,23.79,53.2,18.51,84.2,3.23,-31.61,0.39,0.26,7.17,66.86,0.83,6.14,2.93,76.83,83.49,9.31,2.87,4.82,521.8,93.44,79.55,11.21,0.73,-36.91,1.49,75.71,1.8,105.01,1.8,132.26,93.23,-6.58,46.97,93.24
Riley Hardeman,10.0,30.0,-0.13,2.0,4.0,-63.74,4.0,12.0,-14.64,2.0,8.0,-2.44,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,12.0,-22.73,11.0,9.46,2.0,-57.65,0.0,-100.0,4.0,-6.91,1.0,27.88,0.0,-100.0,66.7,-12.67,3.0,9.57,233.0,-13.62,60.0,-16.12,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,54.0,-0.0,-14.87,54.0
Roarke Smith,4.0,12.0,-60.05,4.0,8.0,-27.48,3.0,9.0,-35.98,1.0,4.0,-51.22,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,8.0,-48.48,4.0,-60.2,4.0,-15.31,1.0,157.07,2.0,-53.46,1.0,27.88,1.0,-39.65,75.0,-1.8,1.0,-63.48,39.0,-85.54,50.0,-30.1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,33.0,-0.0,-47.98,33.0
Robbie Fox,8.0,24.0,-20.1,5.09,10.18,-7.72,3.6,10.8,-23.18,2.85,11.4,39.02,0.58,0.58,-9.23,0.21,-0.63,-69.07,0.44,2.64,161.9,0.0,0.0,-100.0,13.09,-15.71,8.53,-15.12,4.09,-13.4,0.12,-69.15,3.48,-19.01,0.47,-39.9,0.63,-61.98,71.72,-6.1,1.43,-47.77,157.78,-41.51,65.7,-8.15,0.63,-45.55,0.6,-29.25,0.03,-96.58,0.03,-96.13,58.96,-8.92,-7.05,58.97
Robbie Tarrant,5.0,15.0,-50.06,5.67,11.34,2.79,5.0,15.0,6.7,1.67,6.68,-18.54,0.67,0.67,4.85,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,10.67,-31.29,4.67,-53.53,6.33,34.02,1.33,241.9,3.67,-14.59,0.0,-100.0,1.67,0.78,72.87,-4.59,0.67,-75.53,141.67,-47.48,70.23,-1.82,3.0,159.29,1.67,96.93,0.0,-100.0,0.0,-100.0,48.67,-0.0,-23.27,48.69
Rory Atkins,5.86,17.58,-41.48,4.57,9.14,-17.15,3.86,11.58,-17.63,0.0,0.0,-100.0,0.0,0.0,-100.0,0.86,-2.58,26.66,0.0,0.0,-100.0,0.0,0.0,-100.0,10.43,-32.84,9.57,-4.77,1.14,-75.86,0.0,-100.0,3.86,-10.17,0.29,-62.92,3.71,123.9,84.47,10.59,1.14,-58.36,313.43,16.19,75.07,4.95,1.0,-13.57,0.0,-100.0,0.0,-100.0,0.0,-100.0,35.71,-20.64,-43.71,35.72
Rory Thompson,5.0,15.0,-50.06,2.0,4.0,-63.74,4.0,12.0,-14.64,2.0,8.0,-2.44,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,7.0,-54.92,5.0,-50.24,2.0,-57.65,0.0,-100.0,4.0,-6.91,0.0,-100.0,1.0,-39.65,71.4,-6.52,1.0,-63.48,104.0,-61.45,80.0,11.84,0.0,-100.0,1.0,17.92,0.0,-100.0,0.0,-100.0,39.0,-0.0,-38.52,39.0
Ryan Burton,10.81,32.43,7.96,3.68,7.36,-33.28,4.0,12.0,-14.64,2.3,9.2,12.2,0.82,0.82,28.33,0.98,-2.94,44.33,0.03,0.18,-82.14,0.04,0.04,-67.48,14.49,-6.69,8.9,-11.43,2.89,-38.81,0.03,-92.29,3.98,-7.38,0.49,-37.34,1.26,-23.96,81.5,6.71,4.04,47.55,298.85,10.79,89.29,24.83,1.25,8.04,0.73,-13.92,3.04,246.24,2.71,249.68,59.1,-15.14,-6.83,59.09
Ryan Byrnes,11.0,33.0,9.86,6.0,12.0,8.77,7.0,21.0,49.38,3.0,12.0,46.34,0.0,0.0,-100.0,1.0,-3.0,47.28,0.0,0.0,-100.0,0.0,0.0,-100.0,17.0,9.47,14.0,39.32,5.0,5.86,0.0,-100.0,7.0,62.9,1.0,27.88,1.0,-39.65,52.9,-30.74,1.0,-63.48,245.0,-9.18,54.5,-23.81,1.0,-13.57,0.0,-100.0,0.0,-100.0,0.0,-100.0,75.0,-0.0,18.23,75.0
Ryan Gardner,10.29,30.87,2.77,1.0,2.0,-81.87,6.43,19.29,37.22,1.0,4.0,-51.22,0.14,0.14,-78.09,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,11.29,-27.3,9.43,-6.16,1.86,-60.62,0.0,-100.0,6.43,49.64,0.86,9.97,0.0,-100.0,83.64,9.51,3.43,25.27,199.43,-26.07,82.01,14.65,1.0,-13.57,0.0,-100.0,0.0,-100.0,0.0,-100.0,56.29,19.77,-11.26,56.3
Ryan Lester,10.65,31.95,6.36,3.04,6.08,-44.89,6.81,20.43,45.33,1.46,5.84,-28.78,0.68,0.68,6.42,0.28,-0.84,-58.76,0.0,0.0,-100.0,0.12,0.12,-2.44,13.7,-11.78,9.88,-1.68,3.62,-23.35,0.65,67.1,6.16,43.36,0.33,-57.8,1.23,-25.77,83.2,8.93,2.09,-23.67,217.26,-19.46,80.93,13.14,2.26,95.33,1.65,94.58,0.35,-60.14,0.09,-88.39,64.3,14.6,1.37,64.26
Sam Butler,5.0,15.0,-50.06,4.0,8.0,-27.48,4.0,12.0,-14.64,4.0,16.0,95.12,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,9.0,-42.04,6.0,-40.29,2.0,-57.65,0.0,-100.0,4.0,-6.91,0.0,-100.0,0.0,-100.0,55.6,-27.2,0.0,-100.0,66.0,-75.53,20.0,-72.04,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,51.0,-0.0,-19.6,51.0
Sam Collins,7.5,22.5,-25.1,5.55,11.1,0.62,5.55,16.65,18.44,1.75,7.0,-14.63,0.9,0.9,40.85,0.35,-1.05,-48.45,0.0,0.0,-100.0,0.0,0.0,-100.0,13.05,-15.96,6.65,-33.82,6.8,43.98,1.15,195.63,4.4,2.4,0.3,-61.64,0.8,-51.72,83.32,9.09,3.1,13.22,168.0,-37.72,81.11,13.39,3.35,189.54,1.2,41.51,0.15,-82.92,0.05,-93.55,57.1,-0.0,-9.99,57.1
Sam De Koning,6.76,20.28,-32.49,5.62,11.24,1.89,5.19,15.57,10.76,0.05,0.2,-97.56,0.0,0.0,-100.0,0.1,-0.3,-85.27,0.0,0.0,-100.0,0.0,0.0,-100.0,12.38,-20.28,6.48,-35.52,5.95,25.98,0.38,-2.31,4.81,11.94,0.0,-100.0,0.95,-42.67,82.78,8.38,2.19,-20.01,109.05,-59.57,70.72,-1.14,3.05,163.61,0.0,-100.0,0.0,-100.0,0.0,-100.0,47.1,-5.49,-25.75,46.99
Sam Docherty,19.0,57.0,89.75,9.07,18.14,64.43,7.0,21.0,49.38,2.8,11.2,36.59,1.0,1.0,56.49,0.73,-2.19,7.51,0.07,0.42,-58.33,0.07,0.07,-43.09,28.07,80.76,18.93,88.38,5.87,24.29,0.27,-30.59,6.73,56.62,0.6,-23.27,2.2,32.77,80.55,5.46,5.6,104.53,491.0,82.02,77.52,8.37,1.47,27.05,1.6,88.68,3.73,324.83,3.27,321.94,106.6,-0.0,68.05,106.64
Sam Durdin,4.0,12.0,-60.05,5.0,10.0,-9.35,2.0,6.0,-57.32,2.0,8.0,-2.44,0.0,0.0,-100.0,1.0,-3.0,47.28,0.0,0.0,-100.0,0.0,0.0,-100.0,9.0,-42.04,2.0,-80.1,7.0,48.21,0.0,-100.0,2.0,-53.46,1.0,27.88,0.0,-100.0,55.6,-27.2,5.0,82.62,89.0,-67.01,25.0,-65.05,1.0,-13.57,0.0,-100.0,0.0,-100.0,0.0,-100.0,33.0,-0.0,-47.98,33.0
Sam Durham,8.0,24.0,-20.1,9.0,18.0,63.16,4.0,12.0,-14.64,4.0,16.0,95.12,3.0,3.0,369.48,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,17.0,9.47,9.0,-10.44,9.0,90.56,0.0,-100.0,4.0,-6.91,1.0,27.88,1.0,-39.65,94.1,23.2,2.0,-26.95,355.0,31.6,87.5,22.32,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,73.0,-0.0,15.08,73.0
